table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,socially_visible_destination_ratings,12,wings_eaten,smallint,YES,null
public,socially_visible_destination_ratings,13,sauce_style,smallint,YES,null
public,socially_visible_destination_ratings,14,flavor_vibe,ARRAY,YES,null
public,socially_visible_destination_ratings,15,spice_level,smallint,YES,null
public,socially_visible_destination_ratings,16,would_order_again,boolean,YES,null
public,socially_visible_destination_ratings,17,is_buffacoin,boolean,YES,null
public,socially_visible_users,1,user_id,uuid,YES,null
public,socially_visible_users,2,username,text,YES,null
public,socially_visible_users,3,avatar_url,text,YES,null
public,socially_visible_users,4,created_at,timestamp with time zone,YES,null
public,socially_visible_users,5,xp,integer,YES,null
public,socially_visible_users,6,facebook_connected,boolean,YES,null
public,socially_visible_users,7,facebook_connected_at,timestamp with time zone,YES,null
public,states,1,state_id,integer,NO,nextval('states_state_id_seq'::regclass)
public,states,2,state_code,character,NO,null
public,states,3,state_name,text,NO,null
public,user_badges,1,user_id,uuid,NO,null
public,user_badges,2,badge_id,bigint,NO,null
public,user_badges,3,earned_at,timestamp with time zone,NO,now()
public,user_blocks,1,blocker_id,uuid,NO,null
public,user_blocks,2,blocked_id,uuid,NO,null
public,user_blocks,3,created_at,timestamp with time zone,NO,now()
public,user_contactus,1,id,uuid,NO,gen_random_uuid()
public,user_contactus,2,user_id,uuid,YES,null
public,user_contactus,3,note,text,NO,null
public,user_contactus,4,created_at,timestamp with time zone,NO,now()
public,user_contactus,5,status,text,NO,'new'::text
public,user_events,1,id,uuid,NO,gen_random_uuid()
public,user_events,2,occurred_at,timestamp with time zone,NO,now()
public,user_events,3,received_at,timestamp with time zone,NO,now()
public,user_events,4,user_id,uuid,YES,null
public,user_events,5,anonymous_id,text,YES,null
public,user_events,6,session_id,uuid,NO,null
public,user_events,7,event_name,text,NO,null
public,user_events,8,screen,text,YES,null
public,user_events,9,platform,text,YES,null
public,user_events,10,app_version,text,YES,null
public,user_events,11,state_id,integer,YES,null
public,user_events,12,route_id,uuid,YES,null
public,user_events,13,crawl_id,uuid,YES,null
public,user_events,14,destination_id,uuid,YES,null
public,user_events,15,metadata,jsonb,NO,'{}'::jsonb
public,user_feedback,1,id,uuid,NO,gen_random_uuid()
public,user_feedback,2,user_id,uuid,YES,null
public,user_feedback,3,note,text,NO,null
public,user_feedback,4,created_at,timestamp with time zone,NO,now()
public,user_feedback,5,status,text,NO,'new'::text
public,user_meta,1,user_id,uuid,NO,null
public,user_meta,2,daily_claim_streak,integer,NO,0
public,user_meta,3,last_daily_claim_at,timestamp with time zone,YES,null
public,user_meta,4,created_at,timestamp with time zone,NO,now()
public,user_meta,5,updated_at,timestamp with time zone,NO,now()
public,user_preferences,1,user_id,uuid,NO,null
public,user_preferences,2,wing_piece,smallint,YES,null
public,user_preferences,3,sauce_pref,smallint,YES,null
public,user_preferences,4,spicy_pref,smallint,YES,null
public,user_preferences,5,prep_pref,smallint,YES,null
public,user_preferences,6,created_at,timestamp with time zone,NO,now()
public,user_preferences,7,updated_at,timestamp with time zone,NO,now()
public,user_wing_battle_votes,1,user_id,uuid,NO,null
public,user_wing_battle_votes,2,battle_id,bigint,NO,null
public,user_wing_battle_votes,3,choice,smallint,NO,null
public,user_wing_battle_votes,4,created_at,timestamp with time zone,NO,now()
public,user_wing_battle_votes,5,updated_at,timestamp with time zone,NO,now()
public,user_with_level,1,user_id,uuid,YES,null
public,user_with_level,2,xp,integer,YES,null
public,user_with_level,3,level,integer,YES,null
public,users,1,user_id,uuid,NO,null
public,users,3,avatar_url,text,YES,null
public,users,4,created_at,timestamp with time zone,NO,now()
public,users,5,username,text,YES,null
public,users,6,xp,integer,NO,0
public,users,7,taste_persona,text,YES,null
public,users,8,facebook_connected,boolean,NO,false
public,users,9,facebook_provider_id,text,YES,null
public,users,10,facebook_connected_at,timestamp with time zone,YES,null
public,users,11,social_opt_out,boolean,NO,false
public,users_check_profile,1,user_id,uuid,NO,null
public,users_check_profile,2,seen_at,timestamp with time zone,NO,now()
public,users_check_route,1,user_id,uuid,NO,null
public,users_check_route,2,seen_at,timestamp with time zone,NO,now()
public,v_badges_for_user,1,user_id,uuid,YES,null
public,v_badges_for_user,2,badge_id,bigint,YES,null
public,v_badges_for_user,3,code,text,YES,null
public,v_badges_for_user,4,name,text,YES,null
public,v_badges_for_user,5,description,text,YES,null
public,v_badges_for_user,6,icon,text,YES,null
public,v_badges_for_user,7,xp_reward,integer,YES,null
public,v_badges_for_user,8,earned_at,timestamp with time zone,YES,null
public,v_badges_for_user,9,earned,boolean,YES,null
public,v_social_feed,1,user_id,uuid,YES,null
public,v_social_feed,2,weight_score,numeric,YES,null
public,v_social_feed,3,created_at,timestamp with time zone,YES,null
public,v_social_feed,4,destination_id,uuid,YES,null
public,v_social_feed,5,destination_name,text,YES,null
public,v_social_feed,6,destination_city,text,YES,null
public,v_social_feed,7,destination_state_id,integer,YES,null
public,v_social_feed,8,username,text,YES,null
public,wing_battle_options,1,id,bigint,NO,nextval('wing_battle_options_id_seq'::regclass)
public,wing_battle_options,2,label,text,YES,null
public,wing_battle_options,3,left_option,text,NO,null
public,wing_battle_options,4,right_option,text,NO,null
public,wing_battle_options,5,is_active,boolean,NO,true
public,wing_battle_options,6,sort_order,integer,YES,null
public,wing_battle_options,7,created_at,timestamp with time zone,NO,now()
public,wing_battle_options_active,1,id,bigint,YES,null
public,wing_battle_options_active,2,label,text,YES,null
public,wing_battle_options_active,3,left_option,text,YES,null
public,wing_battle_options_active,4,right_option,text,YES,null
public,wingman_intake_logs,1,id,uuid,NO,gen_random_uuid()
public,wingman_intake_logs,2,user_id,uuid,YES,null
public,wingman_intake_logs,3,raw_input,text,NO,null
public,wingman_intake_logs,4,state_id,integer,YES,null
public,wingman_intake_logs,5,ai_name,text,YES,null
public,wingman_intake_logs,6,ai_city,text,YES,null
public,wingman_intake_logs,7,ai_state,text,YES,null
public,wingman_intake_logs,8,ai_confidence,numeric,YES,null
public,wingman_intake_logs,9,place_found,boolean,YES,null
public,wingman_intake_logs,10,place_name,text,YES,null
public,wingman_intake_logs,11,place_address,text,YES,null
public,wingman_intake_logs,12,place_lat,numeric,YES,null
public,wingman_intake_logs,13,place_lng,numeric,YES,null
public,wingman_intake_logs,14,wings_probability,numeric,YES,null
public,wingman_intake_logs,15,wings_confidence,text,YES,null
public,wingman_intake_logs,16,decision,text,NO,null
public,wingman_intake_logs,17,decision_reason,text,YES,null
public,wingman_intake_logs,18,destination_id,uuid,YES,null
public,wingman_intake_logs,19,suggestion_id,uuid,YES,null
public,wingman_intake_logs,20,ai_raw_response,jsonb,YES,null
public,wingman_intake_logs,21,place_raw_response,jsonb,YES,null
public,wingman_intake_logs,22,created_at,timestamp with time zone,NO,now()
public,wingman_intake_logs,23,restaurant_name,text,YES,null
public,wingman_intake_logs,24,city_input,text,YES,null
public,wingman_intake_logs,25,extra_info,text,YES,null
public,xp_ledger,1,id,uuid,NO,gen_random_uuid()
public,xp_ledger,2,user_id,uuid,NO,null
public,xp_ledger,3,amount,integer,NO,null
public,xp_ledger,4,source,text,NO,null
public,xp_ledger,5,reason,text,YES,null
public,xp_ledger,6,idempotency_key,text,NO,null
public,xp_ledger,7,destination_id,uuid,YES,null
public,xp_ledger,8,crawl_id,uuid,YES,null
public,xp_ledger,9,route_id,uuid,YES,null
public,xp_ledger,10,badge_id,bigint,YES,null
public,xp_ledger,11,battle_id,bigint,YES,null
public,xp_ledger,12,challenge_id,uuid,YES,null
public,xp_ledger,13,referral_id,uuid,YES,null
public,xp_ledger,14,level_before,integer,YES,null
public,xp_ledger,15,level_after,integer,YES,null
public,xp_ledger,16,xp_before,integer,NO,null
public,xp_ledger,17,xp_after,integer,NO,null
public,xp_ledger,18,metadata,jsonb,NO,'{}'::jsonb
public,xp_ledger,19,created_at,timestamp with time zone,NO,now()
realtime,messages,3,topic,text,NO,null
realtime,messages,4,extension,text,NO,null
realtime,messages,5,payload,jsonb,YES,null
realtime,messages,6,event,text,YES,null
realtime,messages,7,private,boolean,YES,false
realtime,messages,8,updated_at,timestamp without time zone,NO,now()
realtime,messages,9,inserted_at,timestamp without time zone,NO,now()
realtime,messages,10,id,uuid,NO,gen_random_uuid()
realtime,messages,11,binary_payload,bytea,YES,null
realtime,schema_migrations,1,version,bigint,NO,null
realtime,schema_migrations,2,inserted_at,timestamp without time zone,YES,null
realtime,subscription,1,id,bigint,NO,null
realtime,subscription,2,subscription_id,uuid,NO,null
realtime,subscription,4,entity,regclass,NO,null
realtime,subscription,5,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,7,claims,jsonb,NO,null
realtime,subscription,8,claims_role,regrole,NO,null
realtime,subscription,9,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
realtime,subscription,10,action_filter,text,YES,'*'::text
realtime,subscription,11,selected_columns,ARRAY,YES,null
storage,buckets,1,id,text,NO,null
storage,buckets,2,name,text,NO,null
storage,buckets,3,owner,uuid,YES,null
storage,buckets,4,created_at,timestamp with time zone,YES,now()
storage,buckets,5,updated_at,timestamp with time zone,YES,now()
storage,buckets,6,public,boolean,YES,false
storage,buckets,7,avif_autodetection,boolean,YES,false
storage,buckets,8,file_size_limit,bigint,YES,null
storage,buckets,9,allowed_mime_types,ARRAY,YES,null
storage,buckets,10,owner_id,text,YES,null
storage,buckets,11,type,USER-DEFINED,NO,'STANDARD'::storage.buckettype
storage,buckets_analytics,1,name,text,NO,null
storage,buckets_analytics,2,type,USER-DEFINED,NO,'ANALYTICS'::storage.buckettype
storage,buckets_analytics,3,format,text,NO,'ICEBERG'::text
storage,buckets_analytics,4,created_at,timestamp with time zone,NO,now()
storage,buckets_analytics,5,updated_at,timestamp with time zone,NO,now()
storage,buckets_analytics,6,id,uuid,NO,gen_random_uuid()
storage,buckets_analytics,7,deleted_at,timestamp with time zone,YES,null
storage,buckets_vectors,1,id,text,NO,null
storage,buckets_vectors,2,type,USER-DEFINED,NO,'VECTOR'::storage.buckettype
storage,buckets_vectors,3,created_at,timestamp with time zone,NO,now()
storage,buckets_vectors,4,updated_at,timestamp with time zone,NO,now()
storage,migrations,1,id,integer,NO,null
storage,migrations,2,name,character varying,NO,null
storage,migrations,3,hash,character varying,NO,null
storage,migrations,4,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,1,id,uuid,NO,gen_random_uuid()
storage,objects,2,bucket_id,text,YES,null
storage,objects,3,name,text,YES,null
storage,objects,4,owner,uuid,YES,null
storage,objects,5,created_at,timestamp with time zone,YES,now()
storage,objects,6,updated_at,timestamp with time zone,YES,now()
storage,objects,7,last_accessed_at,timestamp with time zone,YES,now()
storage,objects,8,metadata,jsonb,YES,null
storage,objects,9,path_tokens,ARRAY,YES,null
storage,objects,10,version,text,YES,null
storage,objects,11,owner_id,text,YES,null
storage,objects,12,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,1,id,text,NO,null
storage,s3_multipart_uploads,2,in_progress_size,bigint,NO,0
storage,s3_multipart_uploads,3,upload_signature,text,NO,null
storage,s3_multipart_uploads,4,bucket_id,text,NO,null
storage,s3_multipart_uploads,5,key,text,NO,null
storage,s3_multipart_uploads,6,version,text,NO,null
storage,s3_multipart_uploads,7,owner_id,text,YES,null
storage,s3_multipart_uploads,8,created_at,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,9,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,10,metadata,jsonb,YES,null
storage,s3_multipart_uploads_parts,1,id,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,2,upload_id,text,NO,null
storage,s3_multipart_uploads_parts,3,size,bigint,NO,0
storage,s3_multipart_uploads_parts,4,part_number,integer,NO,null
storage,s3_multipart_uploads_parts,5,bucket_id,text,NO,null
storage,s3_multipart_uploads_parts,6,key,text,NO,null
storage,s3_multipart_uploads_parts,7,etag,text,NO,null
storage,s3_multipart_uploads_parts,8,owner_id,text,YES,null
storage,s3_multipart_uploads_parts,9,version,text,NO,null
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,1,id,text,NO,gen_random_uuid()
storage,vector_indexes,2,name,text,NO,null
storage,vector_indexes,3,bucket_id,text,NO,null
storage,vector_indexes,4,data_type,text,NO,null
storage,vector_indexes,5,dimension,integer,NO,null
storage,vector_indexes,6,distance_metric,text,NO,null
storage,vector_indexes,7,metadata_configuration,jsonb,YES,null
storage,vector_indexes,8,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,9,updated_at,timestamp with time zone,NO,now()
supabase_migrations,schema_migrations,1,version,text,NO,null
supabase_migrations,schema_migrations,2,statements,ARRAY,YES,null
supabase_migrations,schema_migrations,3,name,text,YES,null
vault,decrypted_secrets,1,id,uuid,YES,null
vault,decrypted_secrets,2,name,text,YES,null
vault,decrypted_secrets,3,description,text,YES,null
vault,decrypted_secrets,4,secret,text,YES,null
vault,decrypted_secrets,5,decrypted_secret,text,YES,null
vault,decrypted_secrets,6,key_id,uuid,YES,null
vault,decrypted_secrets,7,nonce,bytea,YES,null
vault,decrypted_secrets,8,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,9,updated_at,timestamp with time zone,YES,null
vault,secrets,1,id,uuid,NO,gen_random_uuid()
vault,secrets,2,name,text,YES,null
vault,secrets,3,description,text,NO,''::text
vault,secrets,4,secret,text,NO,null
vault,secrets,5,key_id,uuid,YES,null
vault,secrets,6,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,7,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,8,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
